Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Target
-0.33260892916245766,-1.8691037778821673,1.2031998769087957,-0.7444786103516606,0.5390566251017149,1.0978236920659363,-0.8931884849254526,-0.5399908447336387,-192.63466288274435
0.024831482279035665,-0.4680551176887988,0.7203696619477775,0.5894153887543354,-1.2694094463015901,-0.07616857358315407,-2.88295798490782,1.6399226003290583,-343.5641731348738
1.0024190926611645,-1.288967925319065,-0.015023830478139303,2.01077378154739,1.0625306067403089,-1.8918062839751832,0.3619960743433862,-0.3032498139240526,111.42906292580383
0.7985932979898852,0.9324999862406406,-0.13416984526524983,1.1248716582392344,-0.23301258380833964,0.5579426954652892,1.2436800486145698,0.05850418770558164,335.0030377712111
-0.7614922882320503,0.26984221787006657,0.9989053186994903,0.7722511119576703,-0.7775313566017051,-1.9020825922954854,-0.06545638688284144,-0.006823261996990204,-157.43058043231153
0.6331113115015888,-0.12928197311110437,-0.5680061133010934,0.7284473376922229,-0.01448106905592817,-1.447512394183775,-1.6877103215542644,-0.19575190469244394,-179.02846434895395
-0.12594439377416183,0.3713352888553011,1.280315365620449,0.20694490768435628,1.0694858301201426,-0.26391290539189516,-0.27547822187271737,-0.4126822083185222,146.63478484780984
-0.35185382591035635,0.3939833747041048,-1.1046074295003168,1.1336074833788439,0.2880559076200021,1.009981589606113,-0.6860070417553236,0.41232286539907564,49.730167784025895
-1.0779848942507055,-0.520972335304312,-0.3622822284197235,-1.8324259667285763,0.9642004843914092,-0.6169219490904727,0.2836364238347902,0.20972205697660057,-155.72736872170196
-1.2985720417339999,-0.9481900200657498,-0.3001162751285652,-0.8374460703217963,0.6236847050878203,-0.5773963470848941,-1.913134851150361,-1.3348465824570481,-392.97218856511427
0.24231204079930438,0.926047282956162,1.322935654859471,-0.6665726935965693,-0.354217539889679,0.6362386447245448,2.5899514783568174,1.1608821634645232,360.24161102762616
-1.2789588503238356,0.7441855363269707,-0.36531242893440524,-1.70452129935488,-0.8909512949214827,0.993235413107162,2.6912354188338403,0.9513358577646526,100.48398494632848
-0.5750012120499698,1.1557252919661487,0.3387863313522583,0.6386279744422844,-1.5695251092687073,-0.09478577942112641,-0.07665388456467331,3.3750864007731773,-34.22893327559005
0.7546602328078649,-0.19416131452210558,-0.13064604732368376,-2.1357929119246677,0.7602643840062994,0.813595548793919,0.7913567461670563,-1.159170873848092,69.1312285315172
0.09543807047726602,-0.5304012638049747,0.08557608094768246,-0.5441518385970888,-0.30194788553995144,0.5324365590870942,0.6164993354346834,-0.4193063505621701,1.5645380677269471
-1.4228467348023826,1.135196724890874,0.2875059575694938,0.7610751231710632,-0.1968759264158687,0.6563979258639808,-0.5135125455166616,0.18881175027760302,5.366615967584334
1.1660346126528618,-0.414978869111763,-0.23726733671571315,-0.6108363436918364,0.8033421991417183,-2.991396020429518,0.9543737028365021,-0.6400791000472629,12.879578559596245
-1.3508111849111302,0.4877084953580163,0.5729690235155293,-1.505517315732052,-1.7010391748063554,-0.6908773388415728,0.9575433090308094,-1.650108102499655,-204.46366180236475
0.8066010376067579,1.174212967291983,1.0924891807718216,0.30653351275628793,-1.1558406683514864,0.5007456081061435,0.9342353317864731,0.6492021690942162,248.36404579241017
0.3044428318264308,-0.3052066472645074,0.5892020855584628,-0.3347630984276268,-0.14464347718593304,0.10336984193211281,-0.303422915502086,-0.29684860640719174,-29.08688877278382
0.878467488302166,-0.0456224449748822,-0.3679122639382286,-1.610490214323673,-0.4434951288070342,0.8781360019058242,1.8623432584213864,0.5104506340567062,186.4212808105524
-0.2297145678817944,1.177445165430058,-0.515130032272294,0.45117808981097,0.6358084590501498,-1.2702988714367398,-1.5853234327304528,1.4660826105119187,-85.5118088443359
0.042003474157598315,0.00849138969512973,-1.9407259483433048,0.2000779767429821,-0.40425566964661525,0.5244468730898059,-0.7740780386804197,-0.6379018331682411,-137.96035863024596
0.38653586531802764,0.29097088290757667,2.0176705975259575,-0.14323645066252427,2.063552358948704,0.3490640241818989,0.6011281533958499,1.6674536065619316,344.39477779087326
-1.17911128937573,0.020275783894037332,-1.0605315064258454,0.9877258150967994,0.35715013581198696,-0.31351744348765803,1.1167608963176132,-0.39019449458974365,73.88315395814456
-0.7218205980624606,0.8153107246203516,-0.6763403000034367,0.5872609179079987,0.8081813197375108,-1.2621829720998397,-1.8427332550168676,-0.24096147901739842,-156.07679993584844
